X,Y
10.0,4.725E-12
20.0,4.777E-12
40.0,5.085E-12
60.0,5.406E-12
80.0,5.687E-12
100.0,5.937E-12
120.0,6.164E-12
140.0,6.372E-12
160.0,6.565E-12
180.0,6.744E-12
200.0,6.913E-12
220.0,7.072E-12
240.0,7.223E-12
260.0,7.366E-12
280.0,7.503E-12
300.0,7.633E-12
