B5+ + H(1s) --> B4+(7i) + H+
X = Energy (eV),Y = Cross section (cm2)
4.400000e+05,6.560000e-17
5.500000e+05,2.810000e-17
6.600000e+05,1.320000e-17
7.700000e+05,6.700000e-18
8.800000e+05,3.610000e-18
9.900000e+05,2.050000e-18
1.100000e+06,1.210000e-18
1.375000e+06,3.860000e-19
1.650000e+06,1.470000e-19
2.200000e+06,3.120000e-20
3.300000e+06,3.410000e-21
4.400000e+06,7.030000e-22
5.500000e+06,2.060000e-22
6.600000e+06,7.500000e-23
7.700000e+06,3.190000e-23
8.800000e+06,1.520000e-23
9.900000e+06,7.920000e-24
1.100000e+07,4.410000e-24
2.200000e+07,9.380000e-26
3.300000e+07,9.920000e-27
4.400000e+07,2.020000e-27
5.500000e+07,5.880000e-28
6.600000e+07,2.150000e-28
7.700000e+07,9.170000e-29
8.800000e+07,4.390000e-29
9.900000e+07,2.290000e-29
1.100000e+08,1.280000e-29
