B5+ + H --> B4+(7d) + H+
X = Energy (eV),Y = Cross section (cm2)
1.100000e+05,2.690000e-20
2.750000e+05,5.210100e-18
5.500000e+05,1.070000e-17
8.250000e+05,8.130100e-18
1.100000e+06,5.750100e-18
2.200000e+06,1.350000e-18
