B5+ + H(1s) --> B4+(7g) + H+
X = Energy (eV),Y = Cross section (cm2)
4.400000e+05,4.020000e-16
5.500000e+05,2.020000e-16
6.600000e+05,1.080000e-16
7.700000e+05,6.130000e-17
8.800000e+05,3.610000e-17
9.900000e+05,2.200000e-17
1.100000e+06,1.390000e-17
1.375000e+06,4.840000e-18
1.650000e+06,1.920000e-18
2.200000e+06,3.960000e-19
3.300000e+06,3.540000e-20
4.400000e+06,5.910000e-21
5.500000e+06,1.470000e-21
6.600000e+06,4.810000e-22
7.700000e+06,1.910000e-22
8.800000e+06,8.670000e-23
9.900000e+06,4.380000e-23
1.100000e+07,2.400000e-23
2.200000e+07,5.080000e-25
3.300000e+07,5.510000e-26
4.400000e+07,1.140000e-26
5.500000e+07,3.350000e-27
6.600000e+07,1.230000e-27
7.700000e+07,5.290000e-28
8.800000e+07,2.540000e-28
9.900000e+07,1.330000e-28
1.100000e+08,7.460000e-29
