B5+ + H --> B4+(6f) + H+
X = Energy (eV),Y = Cross section (cm2)
1.100000e+05,8.680100e-19
2.750000e+05,2.720000e-17
5.500000e+05,3.820000e-17
8.250000e+05,2.610000e-17
1.100000e+06,1.590000e-17
2.200000e+06,2.040000e-18
