X,Y
0.120,5.777E-01
0.100,2.476E-01
0.900,7.241E+02
0.800,5.313E+02
0.750,4.454E+02
0.700,3.670E+02
0.600,2.337E+02
0.500,1.328E+02
0.480,1.165E+02
0.460,1.015E+02
0.440,8.768E+01
0.420,7.511E+01
0.400,6.376E+01
0.380,5.352E+01
0.340,3.635E+01
0.360,4.440E+01
0.140,1.141E+00
0.160,2.012E+00
0.180,3.267E+00
0.200,4.987E+00
0.220,7.248E+00
0.240,1.013E+01
0.260,1.371E+01
0.280,1.805E+01
0.300,2.323E+01
0.320,2.931E+01
1.900,3.466E+03
1.100,1.181E+03
1.800,3.168E+03
1.700,2.870E+03
1.600,2.572E+03
1.500,2.278E+03
1.400,1.989E+03
1.300,1.708E+03
1.200,1.437E+03
1.000,9.417E+02
2.900,6.213E+03
2.800,5.965E+03
2.700,5.711E+03
2.600,5.450E+03
2.500,5.183E+03
2.300,4.630E+03
2.400,4.909E+03
2.000,3.763E+03
2.200,4.345E+03
2.100,4.056E+03
3.700,7.944E+03
3.900,8.310E+03
3.800,8.130E+03
3.600,7.751E+03
3.500,7.552E+03
3.400,7.346E+03
3.300,7.133E+03
3.200,6.913E+03
3.100,6.687E+03
3.000,6.453E+03
4.000,8.484E+03
4.200,8.814E+03
4.400,9.121E+03
4.600,9.407E+03
4.800,9.672E+03
5.800,1.073E+04
5.600,1.055E+04
5.200,1.014E+04
5.000,9.917E+03
5.400,1.036E+04
6.000,1.089E+04
6.200,1.105E+04
6.400,1.119E+04
6.600,1.131E+04
6.800,1.143E+04
7.800,1.188E+04
7.600,1.180E+04
7.400,1.172E+04
7.200,1.164E+04
7.000,1.154E+04
8.000,1.194E+04
8.200,1.200E+04
8.400,1.205E+04
8.600,1.210E+04
8.800,1.214E+04
9.000,1.217E+04
9.200,1.220E+04
9.400,1.223E+04
9.600,1.225E+04
9.800,1.227E+04
10.000,1.228E+04
