X,Y
0.400,3.814E+03
0.140,1.769E+02
0.160,2.799E+02
0.180,4.131E+02
0.200,5.779E+02
0.230,8.895E+02
0.260,1.272E+03
0.300,1.881E+03
0.350,2.796E+03
0.018,3.044E-03
0.450,4.916E+03
0.500,6.084E+03
0.550,7.280E+03
0.600,8.473E+03
0.700,1.089E+04
0.800,1.323E+04
0.900,1.538E+04
0.110,7.370E+01
0.120,1.021E+02
0.016,8.781E-04
0.020,8.196E-03
0.023,2.620E-02
0.026,6.474E-02
0.030,1.671E-01
0.035,4.205E-01
0.040,8.735E-01
0.045,1.600E+00
0.050,2.666E+00
0.055,4.126E+00
0.060,6.107E+00
0.070,1.199E+01
0.080,2.105E+01
0.090,3.391E+01
0.100,5.116E+01
1.800,2.802E+04
1.100,1.924E+04
1.600,2.619E+04
1.200,2.094E+04
1.000,1.738E+04
1.400,2.386E+04
2.000,2.941E+04
2.300,3.088E+04
2.600,3.179E+04
3.000,3.246E+04
3.500,3.247E+04
4.000,3.196E+04
4.500,3.091E+04
5.000,2.979E+04
5.500,2.857E+04
6.000,2.731E+04
7.000,2.480E+04
8.000,2.243E+04
9.000,2.025E+04
10.000,1.827E+04
