X,Y
0.030,6.54E-3
0.918,4.01E+2
0.816,3.50E+2
0.75,2.96E+2
0.714,2.95E+2
0.612,2.34E+2
0.510,1.70E+2
0.459,1.38E+2
0.408,9.81E+1
0.357,7.81E+1
0.306,5.34E+1
0.255,3.28E+1
0.250,3.11E+1
0.204,1.84E+1
0.200,1.79E+1
0.050,1.07E-1
0.179,1.22E+1
0.025,2.02E-3
0.035,1.61E-2
0.040,3.26E-2
0.060,2.27E-1
0.070,4.33E-1
0.080,7.33E-1
0.090,1.14E+0
0.100,1.68E+0
0.110,2.35E+0
0.120,3.46E+0
0.140,6.44E+0
0.153,7.42E+0
0.160,9.14E+0
1.430,5.76E+2
1.940,6.89E+2
1.840,6.70E+2
1.730,6.50E+2
1.630,6.27E+2
1.530,6.04E+2
1.50,6.98E+2
1.25,6.16E+2
1.220,5.21E+2
1.120,4.84E+2
1.020,4.46E+2
1.00,4.78E+2
1.330,5.48E+2
2.350,7.54E+2
2.960,8.37E+2
2.850,8.23E+2
2.750,8.09E+2
2.650,7.96E+2
2.550,7.81E+2
2.450,7.68E+2
2.50,9.47E+2
2.240,7.39E+2
2.140,7.23E+2
2.040,7.05E+2
2.00,8.10E+2
3.00,9.93E+2
3.50,9.98E+2
4.00,9.73E+2
