X,Y
1.0000E+00,1.18E-20
1.0000E-03,6.77E-19
1.3895E-03,6.33E-19
1.9307E-03,5.77E-19
1.9307E-01,7.10E-20
1.3895E-01,7.98E-20
1.0000E-01,7.94E-20
1.0000E-02,1.32E-19
1.3895E-02,5.68E-20
1.9307E-02,1.19E-20
1.0000E-05,8.03E-19
2.6827E-02,2.06E-22
2.6827E-01,5.74E-20
2.6827E-03,5.06E-19
3.7276E-02,1.48E-20
3.7276E-03,4.21E-19
3.7276E-01,4.30E-20
5.1795E-02,4.16E-20
5.1795E-03,3.26E-19
5.1795E-01,3.00E-20
7.1969E-02,6.61E-20
7.1969E-03,2.26E-19
7.1969E-01,1.95E-20
7.1969E-04,7.11E-19
