X,Y
1.0000E+0,1.23E-22
1.0000E-03,1.82E-17
1.3895E-03,1.78E-17
1.9307E-03,1.72E-17
1.9307E-01,8.02E-20
1.3895E-01,2.12E-19
1.0000E-01,5.02E-19
1.0000E-02,1.11E-17
1.3895E-02,9.11E-18
1.9307E-02,7.04E-18
1.0000E-05,1.93E-17
2.6827E-02,5.05E-18
2.6827E-01,2.69E-20
2.6827E-03,1.65E-17
3.7276E-02,3.32E-18
3.7276E-03,1.56E-17
3.7276E-01,7.99E-21
5.1795E-02,1.97E-18
5.1795E-03,1.43E-17
5.1795E-01,2.12E-21
7.1969E-02,1.05E-18
7.1969E-03,1.29E-17
7.1969E-01,5.22E-22
7.1969E-04,1.85E-17
