Kr2+ + Kr --> Kr+ + Kr+
X = Energy (eV),Y = Cross section (cm2)
5.040000e-01,3.100000e-17
1.008000e+00,1.900000e-17
2.016000e+00,1.500000e-17
3.948000e+00,8.000000e-18
4.032000e+00,1.300000e-17
8.064000e+00,7.000000e-18
1.008000e+01,9.000000e-18
1.579200e+01,8.000000e-18
2.016000e+01,8.000000e-18
3.217200e+01,8.000000e-18
3.956400e+01,1.100000e-17
4.023600e+01,9.000000e-18
6.543600e+01,1.800000e-17
1.008000e+02,1.900000e-17
1.260000e+02,2.500000e-17
1.276800e+02,3.000000e-17
2.016000e+02,2.700000e-17
2.520000e+02,3.700000e-17
4.023600e+02,4.400000e-17
5.056800e+02,5.400000e-17
1.008000e+03,8.400000e-17
1.008000e+03,6.900000e-17
1.562400e+03,1.000000e-16
1.604400e+03,1.200000e-16
