Kr36+ + H(n=1) --> Kr35+(n=16) + H+
X = Energy (eV),Y = Cross section (cm2)
8.400000e+01,2.880000e-14
4.200000e+02,1.400000e-14
8.400000e+02,1.050000e-14
2.100000e+03,1.030000e-14
4.200000e+03,8.980000e-15
6.300000e+03,8.450000e-15
8.400000e+03,8.070000e-15
1.470000e+04,6.810000e-15
2.100000e+04,6.510000e-15
8.400000e+04,5.170000e-15
2.100000e+05,4.230000e-15
4.200000e+05,3.690000e-15
8.400000e+05,3.210000e-15
2.100000e+06,4.040000e-15
4.200000e+06,3.630000e-15
8.400000e+06,1.240000e-15
