PB(5d106s26p2) + He2+ --> PB2+ + He
X = Energy (eV),Y = Cross section (cm2)
1.035000e+07,1.780000e-17
1.242000e+07,9.420000e-18
1.500750e+07,6.200000e-18
1.811250e+07,4.690000e-18
PB(5d106s26p2) + He2+ --> PB2+ + He
X = Energy (eV),Y = Cross section (cm2)
1.035000e+07,1.780000e-17
1.242000e+07,9.420000e-18
1.500750e+07,6.200000e-18
1.811250e+07,4.690000e-18
