Pb4+ + Pb4+ --> Pb3+ + Pb5+
X = Energy (eV),Y = Cross section (cm2)
2.209994e+03,2.486583e-17
3.000010e+03,2.772809e-17
3.550009e+03,1.663685e-17
4.000006e+03,4.114490e-17
5.010000e+03,3.828265e-17
5.620009e+03,3.542039e-17
6.310002e+03,3.810376e-17
7.080000e+03,3.774597e-17
7.940002e+03,3.470483e-17
8.910004e+03,3.613596e-17
1.000000e+04,3.881932e-17
1.122000e+04,3.703041e-17
1.259001e+04,3.756708e-17
1.413001e+04,3.703041e-17
1.585001e+04,3.971378e-17
1.996000e+04,3.774597e-17
2.238999e+04,3.720930e-17
2.512001e+04,4.007156e-17
2.818001e+04,3.917710e-17
3.162999e+04,3.685152e-17
3.548001e+04,3.631485e-17
3.980999e+04,4.114490e-17
4.469999e+04,4.275492e-17
5.012000e+04,4.579607e-17
Pb4+ + Pb4+ --> Pb3+ + Pb5+
X = Energy (eV),Y = Cross section (cm2)
2.209994e+03,2.486583e-17
3.000010e+03,2.772809e-17
3.550009e+03,1.663685e-17
4.000006e+03,4.114490e-17
5.010000e+03,3.828265e-17
5.620009e+03,3.542039e-17
6.310002e+03,3.810376e-17
7.080000e+03,3.774597e-17
7.940002e+03,3.470483e-17
8.910004e+03,3.613596e-17
1.000000e+04,3.881932e-17
1.122000e+04,3.703041e-17
1.259001e+04,3.756708e-17
1.413001e+04,3.703041e-17
1.585001e+04,3.971378e-17
1.996000e+04,3.774597e-17
2.238999e+04,3.720930e-17
2.512001e+04,4.007156e-17
2.818001e+04,3.917710e-17
3.162999e+04,3.685152e-17
3.548001e+04,3.631485e-17
3.980999e+04,4.114490e-17
4.469999e+04,4.275492e-17
5.012000e+04,4.579607e-17
