X,Y
1.5000,1.50E+5
1.0000,4.68E+5
1.9210,6.34E+5
1.9210,5.28E+5
1.7270,7.04E+5
1.7270,5.03E+5
1.6750,5.47E+5
1.6750,1.10E+5
2.0000,5.68E+5
3.0000,1.90E+5
4.0000,8.77E+4
5.0000,4.81E+4
6.0000,2.95E+4
8.0000,1.37E+4
10.0000,7.58E+3
12.6550,4.08E+3
14.3300,1.93E+4
14.3300,2.95E+3
15.0000,1.71E+4
20.0000,7.88E+3
30.0000,2.57E+3
40.0000,1.15E+3
50.0000,6.16E+2
60.0000,3.72E+2
80.0000,1.72E+2
100.0000,9.85E+1
150.0000,4.13E+1
200.0000,2.59E+1
300.0000,1.64E+1
400.0000,1.31E+1
500.0000,1.14E+1
600.0000,1.02E+1
800.0000,8.75E+0
1000.0000,7.77E+0
