N3+ + He --> N+ + He2+
X = Energy (eV),Y = Cross section (cm2)
2.940000e+00,1.000000e-17
6.020000e+00,1.000000e-17
1.498000e+01,6.000000e-18
2.996000e+01,4.000000e-18
6.006000e+01,7.000000e-18
1.498000e+02,1.600000e-17
2.996000e+02,2.100000e-17
6.006000e+02,1.800000e-17
2.996000e+03,3.200000e-17
5.404000e+03,3.300000e-17
