N6+ + H(1s) --> N5+(n=8,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,3.480000e-03
7.000000e+01,3.670000e-03
9.800000e+01,1.110000e-02
1.400000e+02,9.760000e-03
3.500000e+02,4.760000e-02
6.300000e+02,9.050000e-02
1.260000e+03,4.070000e-02
1.400000e+03,3.050000e-02
2.100000e+03,2.160000e-02
3.500000e+03,4.730000e-03
7.000000e+03,2.120000e-04
