N6+ + H(n=2) --> N5+(n=6,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,4.780000e-01
7.000000e+01,8.390000e-01
9.800000e+01,7.840000e-01
1.400000e+02,4.980000e-01
3.500000e+02,1.090000e-01
6.300000e+02,2.430000e-02
1.260000e+03,8.560000e-03
1.400000e+03,4.950000e-03
2.100000e+03,1.820000e-03
3.500000e+03,1.960000e-04
7.000000e+03,5.380000e-06
