N6+ + H(n=2) --> N5+(n=3,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.010000e-02
7.000000e+01,8.570000e-02
9.800000e+01,3.740000e-01
1.400000e+02,9.830000e-02
3.500000e+02,1.120000e-01
6.300000e+02,1.060000e-01
1.260000e+03,1.120000e-02
1.400000e+03,3.220000e-02
2.100000e+03,6.850000e-03
3.500000e+03,1.310000e-03
7.000000e+03,2.430000e-05
