N6+ + H(n=2) --> N5+(n=3,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.740000e-02
7.000000e+01,2.280000e-02
9.800000e+01,4.250000e-02
1.400000e+02,3.770000e-02
3.500000e+02,3.180000e-02
6.300000e+02,3.390000e-02
1.260000e+03,1.490000e-02
1.400000e+03,1.570000e-02
2.100000e+03,3.150000e-03
3.500000e+03,6.710000e-04
7.000000e+03,1.220000e-04
