N6+ + H(1s) --> N5+(n=8,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.120000e-03
7.000000e+01,9.760000e-03
9.800000e+01,1.370000e-02
1.400000e+02,1.200000e-02
3.500000e+02,1.610000e-01
6.300000e+02,4.900000e-01
1.260000e+03,2.050000e-01
1.400000e+03,1.510000e-01
2.100000e+03,3.840000e-02
3.500000e+03,3.520000e-03
7.000000e+03,3.300000e-05
