N6+ + H(n=2) --> N5+(n=11,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,6.520000e-01
7.000000e+01,1.760000e+00
9.800000e+01,2.260000e+00
1.400000e+02,3.290000e+00
3.500000e+02,2.180000e+00
6.300000e+02,7.340000e-01
1.260000e+03,4.420000e-02
1.400000e+03,2.370000e-02
2.100000e+03,3.040000e-03
3.500000e+03,1.780000e-04
7.000000e+03,4.930000e-07
