N6+ + H(1s) --> N5+(n=10,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,6.930000e-03
7.000000e+01,6.160000e-03
9.800000e+01,3.470000e-03
1.400000e+02,3.880000e-03
3.500000e+02,1.560000e-02
6.300000e+02,6.150000e-02
1.260000e+03,2.980000e-02
1.400000e+03,2.690000e-02
2.100000e+03,1.710000e-02
3.500000e+03,3.320000e-03
7.000000e+03,1.340000e-04
