N6+ + H(n=2) --> N5+(n=11,l=9) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.240000e+00
7.000000e+01,1.760000e+00
9.800000e+01,4.130000e+00
1.400000e+02,6.540000e+00
3.500000e+02,1.990000e+00
6.300000e+02,2.220000e-01
1.260000e+03,4.730000e-03
1.400000e+03,2.490000e-03
2.100000e+03,2.340000e-04
3.500000e+03,8.190000e-07
7.000000e+03,9.960000e-09
