N6+ + H(n=2) --> N5+(n=2,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.390000e-05
7.000000e+01,3.200000e-04
9.800000e+01,6.020000e-04
1.400000e+02,1.410000e-03
3.500000e+02,6.690000e-03
6.300000e+02,3.610000e-02
1.260000e+03,2.980000e-02
1.400000e+03,3.250000e-02
2.100000e+03,9.970000e-03
3.500000e+03,4.500000e-04
7.000000e+03,3.260000e-05
