N6+ + H(1s) --> N5+(n=5,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,9.980000e-01
7.000000e+01,3.300000e-01
9.800000e+01,2.460000e-01
1.400000e+02,1.780000e-01
3.500000e+02,1.290000e-01
6.300000e+02,8.130000e-02
1.260000e+03,4.520000e-02
1.400000e+03,4.440000e-02
2.100000e+03,1.320000e-02
3.500000e+03,1.630000e-03
7.000000e+03,1.460000e-04
