N6+ + H(1s) --> N5+(n=10,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.770000e-02
7.000000e+01,5.720000e-03
9.800000e+01,6.050000e-03
1.400000e+02,5.570000e-03
3.500000e+02,3.550000e-02
6.300000e+02,1.890000e-01
1.260000e+03,8.830000e-02
1.400000e+03,6.350000e-02
2.100000e+03,1.250000e-02
3.500000e+03,1.040000e-03
7.000000e+03,4.200000e-06
