N6+ + H(1s) --> N5+(n=10,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.700000e-02
7.000000e+01,6.810000e-03
9.800000e+01,8.890000e-03
1.400000e+02,5.860000e-03
3.500000e+02,4.200000e-02
6.300000e+02,2.340000e-01
1.260000e+03,1.350000e-01
1.400000e+03,9.970000e-02
2.100000e+03,2.860000e-02
3.500000e+03,2.850000e-03
7.000000e+03,2.550000e-05
