N6+ + H(1s) --> N5+(n=11,l=8) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,3.260000e-03
7.000000e+01,2.030000e-03
9.800000e+01,1.240000e-03
1.400000e+02,1.590000e-03
3.500000e+02,2.680000e-03
6.300000e+02,9.830000e-03
1.260000e+03,6.150000e-03
1.400000e+03,3.500000e-03
2.100000e+03,1.120000e-03
3.500000e+03,1.150000e-05
7.000000e+03,1.860000e-09
