N6+ + H(n=2) --> N5+(n=8,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,7.320000e+01
7.000000e+01,4.670000e+01
9.800000e+01,3.350000e+01
1.400000e+02,1.990000e+01
3.500000e+02,3.540000e+00
6.300000e+02,8.410000e-01
1.260000e+03,2.670000e-02
1.400000e+03,1.540000e-02
2.100000e+03,1.480000e-03
3.500000e+03,7.760000e-05
7.000000e+03,2.410000e-07
