N6+ + H(n=2) --> N5+(n=11,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,4.750000e-01
7.000000e+01,1.170000e+00
9.800000e+01,2.060000e+00
1.400000e+02,2.390000e+00
3.500000e+02,1.710000e+00
6.300000e+02,7.110000e-01
1.260000e+03,9.110000e-02
1.400000e+03,5.540000e-02
2.100000e+03,8.370000e-03
3.500000e+03,5.450000e-04
7.000000e+03,3.820000e-06
