N6+ + H(n=2) --> N5+(n=5,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.480000e-01
7.000000e+01,5.690000e-01
9.800000e+01,8.730000e-01
1.400000e+02,1.140000e+00
3.500000e+02,1.270000e+00
6.300000e+02,3.590000e-01
1.260000e+03,5.930000e-02
1.400000e+03,4.790000e-02
2.100000e+03,8.630000e-03
3.500000e+03,1.050000e-03
7.000000e+03,5.210000e-05
