N6+ + H(n=2) --> N5+(n=5,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.730000e-01
7.000000e+01,4.810000e-01
9.800000e+01,7.080000e-01
1.400000e+02,9.510000e-01
3.500000e+02,7.190000e-01
6.300000e+02,1.730000e-01
1.260000e+03,3.040000e-02
1.400000e+03,2.430000e-02
2.100000e+03,7.770000e-03
3.500000e+03,1.170000e-03
7.000000e+03,9.630000e-05
