N6+ + H(1s) --> N5+(n=4,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.250000e+01
7.000000e+01,1.320000e+01
9.800000e+01,1.400000e+01
1.400000e+02,1.520000e+01
3.500000e+02,1.160000e+01
6.300000e+02,5.580000e+00
1.260000e+03,1.170000e+00
1.400000e+03,8.530000e-01
2.100000e+03,1.950000e-01
3.500000e+03,1.900000e-02
7.000000e+03,3.240000e-04
