N6+ + H(1s) --> N5+(n=11,l=10) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.930000e-03
7.000000e+01,2.610000e-03
9.800000e+01,1.780000e-03
1.400000e+02,1.250000e-03
3.500000e+02,5.540000e-04
6.300000e+02,2.700000e-03
1.260000e+03,2.560000e-03
1.400000e+03,7.100000e-04
2.100000e+03,9.880000e-04
3.500000e+03,1.620000e-06
7.000000e+03,3.000000e-06
