N6+ + H(n=2) --> N5+(n=11,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,3.160000e-01
7.000000e+01,6.900000e-01
9.800000e+01,1.320000e+00
1.400000e+02,1.670000e+00
3.500000e+02,1.140000e+00
6.300000e+02,4.480000e-01
1.260000e+03,1.100000e-01
1.400000e+03,7.710000e-02
2.100000e+03,1.710000e-02
3.500000e+03,1.370000e-03
7.000000e+03,3.990000e-05
