N6+ + H(1s) --> N5+(n=5,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.720000e-01
7.000000e+01,4.400000e+00
9.800000e+01,6.060000e+00
1.400000e+02,7.960000e+00
3.500000e+02,6.770000e+00
6.300000e+02,3.720000e+00
1.260000e+03,6.040000e-01
1.400000e+03,4.110000e-01
2.100000e+03,6.650000e-02
3.500000e+03,4.040000e-03
7.000000e+03,3.880000e-05
