N6+ + H(n=2) --> N5+(n=2,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,7.390000e-05
7.000000e+01,1.070000e-03
9.800000e+01,1.850000e-03
1.400000e+02,2.950000e-03
3.500000e+02,6.150000e-03
6.300000e+02,4.000000e-03
1.260000e+03,2.130000e-03
1.400000e+03,1.810000e-03
2.100000e+03,1.880000e-03
3.500000e+03,8.630000e-04
7.000000e+03,1.630000e-04
