N6+ + H(n=2) --> N5+(n=5,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.140000e-01
7.000000e+01,6.230000e-01
9.800000e+01,1.000000e+00
1.400000e+02,1.410000e+00
3.500000e+02,1.680000e+00
6.300000e+02,7.180000e-01
1.260000e+03,7.940000e-02
1.400000e+03,4.660000e-02
2.100000e+03,6.120000e-03
3.500000e+03,5.450000e-04
7.000000e+03,8.820000e-06
