N6+ + H(1s) --> N5+(n=3,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.640000e-03
7.000000e+01,2.800000e-01
9.800000e+01,4.310000e-01
1.400000e+02,6.610000e-01
3.500000e+02,1.680000e+00
6.300000e+02,1.630000e+00
1.260000e+03,8.290000e-01
1.400000e+03,6.900000e-01
2.100000e+03,2.740000e-01
3.500000e+03,4.280000e-02
7.000000e+03,1.410000e-03
