N6+ + H(n=2) --> N5+(n=11,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,3.770000e-01
7.000000e+01,1.130000e+00
9.800000e+01,1.540000e+00
1.400000e+02,2.370000e+00
3.500000e+02,1.380000e+00
6.300000e+02,6.070000e-01
1.260000e+03,1.240000e-01
1.400000e+03,8.480000e-02
2.100000e+03,1.530000e-02
3.500000e+03,1.100000e-03
7.000000e+03,1.640000e-05
