N6+ + H(n=2) --> N5+(n=10,l=9) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,3.900000e+00
7.000000e+01,1.270000e+01
9.800000e+01,1.630000e+01
1.400000e+02,1.550000e+01
3.500000e+02,1.690000e+00
6.300000e+02,1.520000e-01
1.260000e+03,5.820000e-03
1.400000e+03,1.580000e-03
2.100000e+03,1.270000e-03
3.500000e+03,2.770000e-07
7.000000e+03,1.400000e-08
