N6+ + H(n=2) --> N5+(n=4,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,6.320000e-03
7.000000e+01,1.350000e-02
9.800000e+01,4.270000e-02
1.400000e+02,1.120000e-01
3.500000e+02,7.940000e-02
6.300000e+02,6.700000e-02
1.260000e+03,2.450000e-02
1.400000e+03,1.490000e-02
2.100000e+03,7.340000e-03
3.500000e+03,7.080000e-04
7.000000e+03,1.450000e-05
