N6+ + H(1s) --> N5+(n=10,l=8) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,6.790000e-03
7.000000e+01,3.210000e-03
9.800000e+01,1.930000e-03
1.400000e+02,3.190000e-03
3.500000e+02,2.560000e-03
6.300000e+02,1.450000e-02
1.260000e+03,4.910000e-03
1.400000e+03,3.840000e-03
2.100000e+03,5.850000e-04
3.500000e+03,4.610000e-06
7.000000e+03,1.450000e-09
