N6+ + H(1s) --> N5+(n=11,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,4.210000e-03
7.000000e+01,1.570000e-03
9.800000e+01,2.470000e-03
1.400000e+02,3.190000e-03
3.500000e+02,9.950000e-03
6.300000e+02,3.480000e-02
1.260000e+03,1.370000e-02
1.400000e+03,1.890000e-02
2.100000e+03,5.220000e-03
3.500000e+03,3.370000e-04
7.000000e+03,3.040000e-05
