N6+ + H(1s) --> N5+(n=8,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.830000e-03
7.000000e+01,1.060000e-02
9.800000e+01,1.620000e-02
1.400000e+02,1.350000e-02
3.500000e+02,1.500000e-01
6.300000e+02,3.360000e-01
1.260000e+03,2.060000e-01
1.400000e+03,1.520000e-01
2.100000e+03,4.460000e-02
3.500000e+03,6.860000e-03
7.000000e+03,1.170000e-04
