N6+ + H(1s) --> N5+(n=11,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.890000e-03
7.000000e+01,7.430000e-04
9.800000e+01,1.600000e-03
1.400000e+02,1.850000e-03
3.500000e+02,2.000000e-02
6.300000e+02,8.390000e-02
1.260000e+03,3.700000e-02
1.400000e+03,3.430000e-02
2.100000e+03,1.810000e-02
3.500000e+03,3.470000e-03
7.000000e+03,1.280000e-04
