N6+ + H(1s) --> N5+(n=5,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.580000e+00
7.000000e+01,1.310000e+00
9.800000e+01,1.300000e+00
1.400000e+02,1.280000e+00
3.500000e+02,1.570000e+00
6.300000e+02,9.370000e-01
1.260000e+03,3.850000e-01
1.400000e+03,3.230000e-01
2.100000e+03,1.160000e-01
3.500000e+03,1.890000e-02
7.000000e+03,5.530000e-04
