N6+ + H(n=2) --> N5+(n=8,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,9.110000e+01
7.000000e+01,6.480000e+01
9.800000e+01,4.880000e+01
1.400000e+02,3.440000e+01
3.500000e+02,5.830000e+00
6.300000e+02,6.560000e-01
1.260000e+03,1.610000e-02
1.400000e+03,6.620000e-03
2.100000e+03,1.540000e-03
3.500000e+03,7.730000e-06
7.000000e+03,3.050000e-08
