specie,Record Number,Process,QDB Process,Theory or Experiment,data type,Projectile Element,Projectile Charge State,Target Molecule,Target Charge State,Initial Excited State B,Products,Original X Unit,Original Y Unit,Reference Number,Author(s),Title of Record,Journal Name,Volume and Issue No,Page Numbers,Date of Publication,Process Title
He,10619, charge transfer,HCX, V, CS, He,1, H2,0,, He(21S and 23S), eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He+ + H2 --> He(21S and 23S)
He,10620, charge transfer,HCX, V, CS, He,1, H2,0,, He(21P), eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He+ + H2 --> He(21P)
He,10621, charge transfer,HCX, V, CS, He,1, H2,0,, He(31P), eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He+ + H2 --> He(31P)
He,10622, charge transfer,HCX, V, CS, He,1, H2,0,, He, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He+ + H2 --> He(447.1nm)
He,10623, charge transfer,HCX, V, CS, He,1, H2,0,, He, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He+ + H2 --> He(587.6nm)
He,10624, charge transfer,HCX, V, CS, He,1, H2,0,, He, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He+ + H2 --> He(667.8nm)
He,10625, charge transfer,HCX, V, CS, He,2, H2,0,, He+(2s), eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(2s)
He,10626, charge transfer,HCX, V, CS, He,2, H2,0,, He+(2p), eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(2p)
He,10627, charge transfer,HCX, V, CS, He,2, H2,0,, He+, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(Ly-¦Á)
He,10628, charge transfer,HCX, V, CS, He,2, H2,0,, He+, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(Ly-¦Â)
He,10629, charge transfer,HCX, V, CS, He,2, H2,0,, He+, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(Ly-¦Ã)
He,10630, charge transfer,HCX, V, CS, He,2, H2,0,, He+, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(H-¦Á)
He,10631, charge transfer,HCX, V, CS, He,2, H2,0,, He+(3p), eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(3p)
He,10632, charge transfer,HCX, V, CS, He,2, H2,0,, He+(3s and 3d), eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(3s and 3d)
He,10633, charge transfer,HCX, V, CS, He,2, H2,0,, He+(4p), eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, He2+ + H2 --> He+(4p)
He,10644, dissociation,HDS, V, CS, He,1, H2,0,, He+;H+;H+;2e, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, He+ + H2 --> He++H++H++2e
He,10645, dissociation,HDS, V, CS, He,2, H2,0,, He2+;(H+;H);e, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, He2+ + H2 --> He2++(H++H)+e
He,10647, dissociation,HDS, V, CS, He,2, H2,0,, He+;(H+;H), eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, He2+ + H2 --> He++(H++H)
He,10648, dissociation,HDS, V, CS, He,2, H2,0,, He+;(H+;H+);e, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, He2+ + H2 --> He++(H++H+)+e
He,10649, dissociation,HDS, V, CS, He,2, H2,0,, He2+;(H+;H+);2e, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, He2+ + H2 --> He2++(H++H+)+2e
He,10650, dissociation,HDS, V, CS, He,2, H2,0,, He;(H+;H+), eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, He2+ + H2 --> He+(H++H+)
He,10716, emission cross section;dissociation;excitation,HEX, V, CS, He,0, H2,0,, H, eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He + H2 --> H(H-¦¡)
He,10717, emission cross section;dissociation;excitation,HEX, V, CS, He,0, H2,0,, H, eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He + H2 --> H(H-¦¢)
He,10718, emission cross section;dissociation;excitation,HEX, V, CS, He,1, H2,0,, H, eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> H(Ly-¦¡)
He,10719, emission cross section;dissociation;excitation,HEX, V, CS, He,1, H2,0,, H, eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> H(Ly-¦¢)
He,10720, emission cross section;dissociation;excitation,HEX, V, CS, He,1, H2,0,, H, eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> H(H-¦¡)
He,10721, emission cross section;dissociation;excitation,HEX, V, CS, He,1, H2,0,, H, eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> H(H-¦¢)
He,10722, dissociation;excitation,HEX, V, CS, He,1, H2,0,, He+;H(2s);H(¦²), eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> He++H(2s)+H(¦²)
He,10723, dissociation;excitation,HEX, V, CS, He,1, H2,0,, He+;H(2p);H(¦²), eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> He++H(2p)+H(¦²)
He,10724, dissociation;excitation,HEX, V, CS, He,1, H2,0,, He+;H(3s);H(¦²), eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> He++H(3s)+H(¦²)
He,10725, dissociation;excitation,HEX, V, CS, He,1, H2,0,, He+;H(3p);H(¦²), eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> He++H(3p)+H(¦²)
He,10726, dissociation;excitation,HEX, V, CS, He,1, H2,0,, He+(2s);H+, eV, cm2, 1994V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2###HE AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES.II, JAERI-M, 94-005,,1994, He+ + H2 --> He+(2s)+H+
He,11591, emission cross section;dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, H2,0, X1¦², H(n=3), eV, cm2,1.99E+304, Bryan### E.L.$Freeman### E.J.$Monce### M.N., Balmar-¦Á emission cross sections from collisions of He+ on H2###CH4###C2H2###C2H4###and C2H6: A study of Bragg additivity, Phys. Rev. A,42,6423,1990, He+ (2S1/2) + H2 (X1¦²) --> H(n=3)
He,11592, emission cross section;dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CH4,0, X1A1, H(n=3), eV, cm2,1.99E+304, Bryan### E.L.$Freeman### E.J.$Monce### M.N., Balmar-¦Á emission cross sections from collisions of He+ on H2###CH4###C2H2###C2H4###and C2H6: A study of Bragg additivity, Phys. Rev. A,42,6423,1990, He+ (2S1/2) + CH4 (X1A1) --> H(n=3)
He,11593, emission cross section;dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, C2H2,0, X1¦², H(n=3), eV, cm2,1.99E+304, Bryan### E.L.$Freeman### E.J.$Monce### M.N., Balmar-¦Á emission cross sections from collisions of He+ on H2###CH4###C2H2###C2H4###and C2H6: A study of Bragg additivity, Phys. Rev. A,42,6423,1990, He+ (2S1/2) + C2H2 (X1¦²) --> H(n=3)
He,11594, emission cross section;dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, C2H4,0, X1¦², H(n=3), eV, cm2,1.99E+304, Bryan### E.L.$Freeman### E.J.$Monce### M.N., Balmar-¦Á emission cross sections from collisions of He+ on H2###CH4###C2H2###C2H4###and C2H6: A study of Bragg additivity, Phys. Rev. A,42,6423,1990, He+ (2S1/2) + C2H4 (X1¦²) --> H(n=3)
He,11595, emission cross section;dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, C2H6,0,, H(n=3), eV, cm2,1.99E+304, Bryan### E.L.$Freeman### E.J.$Monce### M.N., Balmar-¦Á emission cross sections from collisions of He+ on H2###CH4###C2H2###C2H4###and C2H6: A study of Bragg additivity, Phys. Rev. A,42,6423,1990, He+ (2S1/2) + C2H6 --> H(n=3)
He,11604, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CO,0,1, CO+(A2¦°)(378.5nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CO (1) --> CO+(A2¦°)(378.5nm)
He,11605, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CO,0,1, CO+(A2¦°)(400.0nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CO (1) --> CO+(A2¦°)(400.0nm)
He,11606, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CO,0,1, CO+(A2¦°)(426.0nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CO (1) --> CO+(A2¦°)(426.0nm)
He,11607, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CO,0,1, CO+(A2¦°)(505.0nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CO (1) --> CO+(A2¦°)(505.0nm)
He,11610, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CF4,0, X1A1, F+0(350.2nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CF4 (X1A1) --> F+0(350.2nm)
He,11611, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CF4,0, X1A1, F+0(385.6nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CF4 (X1A1) --> F+0(385.6nm)
He,11612, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CF4,0, X1A1, F+0(390.1nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CF4 (X1A1) --> F+0(390.1nm)
He,11613, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CF4,0, X1A1, F+0(685.0nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CF4 (X1A1) --> F+0(685.0nm)
He,11614, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CF4,0, X1A1, F+0(690.2nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CF4 (X1A1) --> F+0(690.2nm)
He,11615, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, He,1, CH4,0, X1A1, H+0(486.1nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, He+ (2S1/2) + CH4 (X1A1) --> H+0(486.1nm)
He,12049, charge transfer,HCX, T, CS, He,2, CH4,0,,, eV, cm2,2.01E+305, Seredyuk### B.$McCullough### R.W.$Gilbody### H.B., Collision mechanisms in one-electron capture by He2+ ions in collisions with hydrocarbons, Phys. Rev. A,71,22713,2005, He2+ + CH4 --> (totals)
He,12050, charge transfer,HCX, T, CS, He,2, CH4,0,, He+(n=1), eV, cm2,2.01E+305, Seredyuk### B.$McCullough### R.W.$Gilbody### H.B., Collision mechanisms in one-electron capture by He2+ ions in collisions with hydrocarbons, Phys. Rev. A,71,22713,2005, He2+ + CH4 --> He+(n=1)
He,12051, charge transfer,HCX, T, CS, He,2, CH4,0,, He+(n=2), eV, cm2,2.01E+305, Seredyuk### B.$McCullough### R.W.$Gilbody### H.B., Collision mechanisms in one-electron capture by He2+ ions in collisions with hydrocarbons, Phys. Rev. A,71,22713,2005, He2+ + CH4 --> He+(n=2)
He,12052, charge transfer,HCX, T, CS, He,2, CH4,0,, He+(n=3), eV, cm2,2.01E+305, Seredyuk### B.$McCullough### R.W.$Gilbody### H.B., Collision mechanisms in one-electron capture by He2+ ions in collisions with hydrocarbons, Phys. Rev. A,71,22713,2005, He2+ + CH4 --> He+(n=3)
He,2, charge transfer,HCX, E, CS, He,1, O2,0,, O2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + O2 --> He2+
He,28, charge transfer,HCX, E, CS, He,0, H2,0,, H2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + H2 --> He+ (CS)
He,29, charge transfer,HCX, E, CS, He,0, CH4,0,, CH4, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CH4 --> He+ (CS)
He,3, charge transfer,HCX, E, CS, He,0, O2,0,, O2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + O2 --> He2+
He,30, charge transfer,HCX, E, CS, He,0, O2,0,, O2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + O2 --> He+ (CS)
He,31, charge transfer,HCX, E, CS, He,0, CO,0,, CO, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CO --> He+ (CS)
He,32, charge transfer,HCX, E, CS, He,0, CO2,0,, CO2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CO2 --> He+ (CS)
He,33, charge transfer,HCX, E, CS, He,0, H2,0,, H2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + H2 --> He2+ (CS)
He,34, charge transfer,HCX, E, CS, He,0, CH4,0,, CH4, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CH4 --> He2+ (CS)
He,35, charge transfer,HCX, E, CS, He,0, O2,0,, O2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + O2 --> He2+ (CS)
He,36, charge transfer,HCX, E, CS, He,0, CO,0,, CO, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CO --> He2+ (CS)
He,4, charge transfer,HCX, E, CS, He,0, CO,0,, CO, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CO --> He2+
He,41, charge transfer,HCX, E, CS, He,0, CO2,0,, CO2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CO2 --> He2+ (CS)
He,42, charge transfer,HCX, E, CS, He,1, H2,0,, H2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + H2 --> He (CS)
He,43, charge transfer,HCX, E, CS, He,1, CH4,0,, CH4, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CH4 --> He (CS)
He,44, charge transfer,HCX, E, CS, He,1, O2,0,, O2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + O2 --> He (CS)
He,45, charge transfer,HCX, E, CS, He,1, CO,0,, CO, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CO --> He (CS)
He,46, charge transfer,HCX, E, CS, He,1, CO2,0,, CO2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CO2 --> He (CS)
He,47, charge transfer,HCX, E, CS, He,1, H2,0,, H2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + H2 --> He2+ (CS)
He,48, charge transfer,HCX, E, CS, He,1, CH4,0,, CH4, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CH4 --> He2+ (CS)
He,49, charge transfer,HCX, E, CS, He,1, O2,0,, O2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + O2 --> He2+ (CS)
He,5, charge transfer,HCX, E, CS, He,0, CO2,0,, CO2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CO2 --> He2+
He,50, charge transfer,HCX, E, CS, He,1, CO,0,, CO, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CO --> He2+ (CS)
He,6, charge transfer,HCX, E, CS, He,1, H2,0,, H2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + H2 --> He
He,6697, charge transfer,HCX, E, CS, He,0, H2,0,, H2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + H2 --> He+
He,6698, charge transfer,HCX, E, CS, He,0, CH4,0,, CH4, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CH4 --> He+
He,6699, charge transfer,HCX, E, CS, He,0, O2,0,, O2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + O2 --> He+
He,6700, charge transfer,HCX, E, CS, He,0, CO,0,, CO, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CO --> He+
