id_number,B201869580
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Scattering
sub_process,Total
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Experimental Data
reaction_formula,He + H2
reference_number,2018000429
author,I. Amdur### and Allan Laslett Smith
title_of_record,Scattering of High©\Velocity Neutral Particles. XV. He¨CH2 and He¨CD2
journal_name,JOURNAL OF CHEMICAL PHYSICS
volume_and_issue_No,48
page_number,565
date_of_publication,1968
