X,Y
50000.0,3.2
65000.0,2.5999999999999996
80000.0,1.6
100000.0,1.1
125000.0,0.6499999999999999
150000.0,0.37
175000.0,0.21
200000.0,0.11
250000.0,0.025
300000.0,0.0097
350000.0,0.0075
400000.0,0.0046
500000.0,0.0034000000000000002
600000.0,0.0023
800000.0,0.0013000000000000002
800000.0,0.0013000000000000002
1000000.0,7.300000000000001E-4
1000000.0,7.300000000000001E-4
1200000.0,4.5E-4
1500000.0,2.4E-4
1750000.0,1.5999999999999999E-4
1750000.0,1.5999999999999999E-4
2500000.0,5.3E-5
3000000.0,3.0E-5
3500000.0,1.7E-5
