X,Y
0.120,6.512E+03
0.100,3.698E+03
0.900,1.458E+05
0.800,1.386E+05
0.750,1.341E+05
0.700,1.289E+05
0.600,1.162E+05
0.500,9.955E+04
0.480,9.569E+04
0.460,9.165E+04
0.440,8.741E+04
0.420,8.297E+04
0.400,7.834E+04
0.380,7.352E+04
0.340,6.331E+04
0.360,6.850E+04
0.140,1.012E+04
0.160,1.441E+04
0.180,1.922E+04
0.200,2.443E+04
0.220,2.989E+04
0.240,3.551E+04
0.260,4.119E+04
0.280,4.686E+04
0.300,5.246E+04
0.320,5.796E+04
1.900,1.577E+05
1.100,1.548E+05
1.800,1.587E+05
1.700,1.596E+05
1.600,1.601E+05
1.500,1.603E+05
1.400,1.599E+05
1.300,1.591E+05
1.200,1.574E+05
1.000,1.511E+05
2.900,1.418E+05
2.800,1.435E+05
2.700,1.452E+05
2.600,1.469E+05
2.500,1.487E+05
2.300,1.520E+05
2.400,1.503E+05
2.000,1.564E+05
2.200,1.536E+05
2.100,1.550E+05
3.700,1.284E+05
3.900,1.253E+05
3.800,1.269E+05
3.600,1.300E+05
3.500,1.316E+05
3.400,1.333E+05
3.300,1.349E+05
3.200,1.366E+05
3.100,1.383E+05
3.000,1.400E+05
4.000,1.238E+05
4.200,1.209E+05
4.400,1.181E+05
4.600,1.154E+05
4.800,1.128E+05
5.800,1.014E+05
5.600,1.035E+05
5.200,1.080E+05
5.000,1.103E+05
5.400,1.057E+05
6.000,9.937E+04
6.200,9.743E+04
6.400,9.556E+04
6.600,9.377E+04
6.800,9.204E+04
7.800,8.431E+04
7.600,8.575E+04
7.400,8.724E+04
7.200,8.878E+04
7.000,9.038E+04
8.000,8.293E+04
8.200,8.159E+04
8.400,8.030E+04
8.600,7.904E+04
8.800,7.784E+04
9.000,7.666E+04
9.200,7.553E+04
9.400,7.443E+04
9.600,7.337E+04
9.800,7.233E+04
10.000,7.133E+04
