X,Y
0.120,3.904E+02
0.100,2.019E+02
0.900,2.738E+04
0.800,2.388E+04
0.750,2.204E+04
0.700,2.014E+04
0.600,1.621E+04
0.500,1.219E+04
0.480,1.138E+04
0.460,1.059E+04
0.440,9.796E+03
0.420,9.013E+03
0.400,8.242E+03
0.380,7.484E+03
0.340,6.020E+03
0.360,6.742E+03
0.140,6.469E+02
0.160,9.685E+02
0.180,1.351E+03
0.200,1.788E+03
0.220,2.277E+03
0.240,2.811E+03
0.260,3.386E+03
0.280,3.999E+03
0.300,4.644E+03
0.320,5.319E+03
1.900,4.955E+04
1.100,3.362E+04
1.800,4.819E+04
1.700,4.668E+04
1.600,4.500E+04
1.500,4.314E+04
1.400,4.109E+04
1.300,3.883E+04
1.200,3.635E+04
1.000,3.063E+04
2.900,5.729E+04
2.800,5.687E+04
2.700,5.639E+04
2.600,5.585E+04
2.500,5.523E+04
2.300,5.375E+04
2.400,5.453E+04
2.000,5.078E+04
2.200,5.286E+04
2.100,5.188E+04
3.700,5.896E+04
3.900,5.903E+04
3.800,5.901E+04
3.600,5.888E+04
3.500,5.877E+04
3.400,5.862E+04
3.300,5.844E+04
3.200,5.822E+04
3.100,5.796E+04
3.000,5.765E+04
4.000,5.903E+04
4.200,5.897E+04
4.400,5.883E+04
4.600,5.864E+04
4.800,5.838E+04
5.800,5.659E+04
5.600,5.700E+04
5.200,5.776E+04
5.000,5.809E+04
5.400,5.739E+04
6.000,5.617E+04
6.200,5.573E+04
6.400,5.527E+04
6.600,5.481E+04
6.800,5.435E+04
7.800,5.197E+04
7.600,5.245E+04
7.400,5.293E+04
7.200,5.340E+04
7.000,5.388E+04
8.000,5.150E+04
8.200,5.103E+04
8.400,5.056E+04
8.600,5.009E+04
8.800,4.963E+04
9.000,4.918E+04
9.200,4.872E+04
9.400,4.828E+04
9.600,4.784E+04
9.800,4.740E+04
10.000,4.697E+04
