X,Y
1.0000E+0,8.15E-24
1.0000E-03,9.41E-17
1.3895E-03,8.22E-17
1.9307E-03,6.90E-17
1.9307E-01,7.14E-21
1.3895E-01,2.19E-20
1.0000E-01,6.16E-20
1.0000E-02,1.22E-17
1.3895E-02,7.04E-18
1.9307E-02,3.80E-18
1.0000E-05,1.38E-16
2.6827E-02,1.91E-18
2.6827E-01,2.18E-21
2.6827E-03,5.51E-17
3.7276E-02,9.02E-19
3.7276E-03,4.16E-17
3.7276E-01,6.02E-22
5.1795E-02,3.95E-19
5.1795E-03,2.96E-17
5.1795E-01,1.51E-22
7.1969E-02,1.61E-19
7.1969E-03,1.96E-17
7.1969E-01,3.59E-23
7.1969E-04,1.04E-16
