X,Y
1.0000E+0,8.28E-23
1.0000E-03,3.40E-17
1.3895E-03,3.29E-17
1.9307E-03,3.15E-17
1.9307E-01,6.20E-20
1.3895E-01,1.73E-19
1.0000E-01,4.39E-19
1.0000E-02,1.72E-17
1.3895E-02,1.32E-17
1.9307E-02,9.51E-18
1.0000E-05,3.70E-17
2.6827E-02,6.27E-18
2.6827E-01,2.00E-20
2.6827E-03,2.96E-17
3.7276E-02,3.77E-18
3.7276E-03,2.72E-17
3.7276E-01,5.76E-21
5.1795E-02,2.04E-18
5.1795E-03,2.43E-17
5.1795E-01,1.50E-21
7.1969E-02,9.98E-19
7.1969E-03,2.09E-17
7.1969E-01,3.62E-22
7.1969E-04,3.48E-17
