X,Y
6.2,0.39
6.4,0.76
6.6,1.51
6.8,3.48
7,6.99
7.2,6.22
7.4,3.39
7.6,1.97
7.8,3.40
8,7.64
8.2,12.60
8.4,21.48
8.6,32.28
8.8,41.49
9,43.33
9.2,54.77
9.4,148.8
9.6,144.6
9.8,130.3
10,71.8
10.2,32.37
10.4,19.77
10.6,26.56
10.8,47.88
11,105.9
11.2,92.3
11.4,75.2
11.6,81.1
11.8,89.3
12,98.6
12.2,99.5
12.4,105.0
12.6,112.7
12.8,124.0
13,136.7
13.2,157.8
13.4,172.5
13.6,178.7
13.8,180.2
14,187.2
14.2,192.8
14.4,181.3
14.6,174.2
14.8,180.7
15,179.5
15.2,178.3
15.4,177.4
15.6,173.1
15.8,170.9
16,167.3
16.2,165.2
16.4,162.6
16.6,159.5
16.8,155.9
17,151.7
17.2,148.0
17.4,144.0
17.6,139.0
17.8,134.1
18,130.4
18.2,131
18.4,132.9
18.6,135.3
18.8,135.9
19,137.6
19.2,136.6
19.4,136.6
19.6,136.2
19.8,136.8
20,135.7
20.5,134.4
21,131.6
21.5,130.7
22,128.3
22.5,123.8
23,118.0
23.5,110.9
24,104.2
24.5,98.8
25,93.5
25.5,89.3
26,85.1
26.5,81.1
27,77.2
27.5,73.2
28,69.3
28.5,65.5
29,61.5
29.5,57.4
30,52.1
31,43.95
32,31.08
33,25.83
34,20.58
35,17.42
36,14.27
37,12.35
38,10.83
39,9.71
40,8.59
42,7.82
44,7.57
46,7.35
48,7.22
50,7.13
55,7.01
60,6.68
65,6.27
70,6.28
75,6.31
80,5.93
85,5.46
90,5.26
95,5.07
100,4.86
110,4.54
120,4.12
130,3.65
140,3.07
150,2.52
160,2.1
170,1.8
180,1.64
190,1.61
195,1.64
198,1.68
198.4,1.69
198.8,1.69
199.2,1.89
199.6,2.69
200,3.87
200.4,4.32
200.8,3.64
201.2,3.04
201.6,3.21
202,3.33
202.4,3.38
202.8,3.9
203.2,4.13
203.6,4.19
204,4.26
204.4,3.24
204.8,3.22
205.2,3.92
205.6,4.99
206,4.29
206.4,4.67
206.8,5.62
207.2,7.40
207.6,9.52
208,11.64
208.4,12.19
208.8,11.9
209.2,12.22
209.6,13.02
210,13.17
210.4,12.86
210.8,12.77
211.2,12.82
211.6,13.02
212,13.23
212.4,13.47
212.8,13.74
213.2,13.98
213.6,14.22
214,14.4
216,15.4
218,15.34
220,14.77
222,14.54
224,14.33
226,13.93
228,13.64
230,13.46
232,13.36
234,13.25
236,13.09
238,12.78
240,12.45
242,12.11
244,11.81
246,11.52
248,11.1
250,10.29
