X,Y
0.120,7.009E-03
0.100,1.852E-03
0.900,1.030E+02
0.800,6.585E+01
0.750,5.132E+01
0.700,3.919E+01
0.600,2.121E+01
0.500,1.005E+01
0.480,8.476E+00
0.460,7.087E+00
0.440,5.871E+00
0.420,4.812E+00
0.400,3.899E+00
0.380,3.119E+00
0.340,1.906E+00
0.360,2.458E+00
0.140,1.920E-02
0.160,4.289E-02
0.180,8.346E-02
0.200,1.471E-01
0.220,2.408E-01
0.240,3.721E-01
0.260,5.494E-01
0.280,7.815E-01
0.300,1.078E+00
0.320,1.449E+00
1.900,1.330E+03
1.100,2.154E+02
1.800,1.127E+03
1.700,9.429E+02
1.600,7.769E+02
1.500,6.293E+02
1.400,4.998E+02
1.300,3.882E+02
1.200,2.936E+02
1.000,1.523E+02
2.900,4.226E+03
2.800,3.877E+03
2.700,3.539E+03
2.600,3.212E+03
2.500,2.899E+03
2.300,2.313E+03
2.400,2.599E+03
2.000,1.550E+03
2.200,2.042E+03
2.100,1.788E+03
3.700,7.306E+03
3.900,8.128E+03
3.800,7.716E+03
3.600,6.901E+03
3.500,6.499E+03
3.400,6.103E+03
3.300,5.713E+03
3.200,5.329E+03
3.100,4.953E+03
3.000,4.585E+03
4.000,8.543E+03
4.200,9.378E+03
4.400,1.022E+04
4.600,1.105E+04
4.800,1.189E+04
5.800,1.593E+04
5.600,1.515E+04
5.200,1.354E+04
5.000,1.272E+04
5.400,1.435E+04
6.000,1.670E+04
6.200,1.746E+04
6.400,1.820E+04
6.600,1.892E+04
6.800,1.963E+04
7.800,2.290E+04
7.600,2.228E+04
7.400,2.164E+04
7.200,2.099E+04
7.000,2.032E+04
8.000,2.350E+04
8.200,2.408E+04
8.400,2.465E+04
8.600,2.520E+04
8.800,2.573E+04
9.000,2.625E+04
9.200,2.675E+04
9.400,2.724E+04
9.600,2.771E+04
9.800,2.817E+04
10.000,2.861E+04
