Ne8+ + H(1s) --> Ne7+ + H+
X = Energy (eV),Y = Cross section (cm2)
2.060000e+05,4.250000e-15
3.080000e+05,4.160000e-15
5.020000e+05,3.990000e-15
1.018000e+06,3.520000e-15
1.432000e+06,2.860000e-15
1.666000e+06,2.470000e-15
2.040000e+06,1.660000e-15
3.060000e+06,5.070000e-16
4.080000e+06,1.790000e-16
5.060000e+06,7.750000e-17
6.040000e+06,3.580000e-17
8.160000e+06,1.070000e-17
1.000000e+07,3.390000e-18
1.422000e+07,6.810000e-19
