Ne10+ + H(1s) --> Ne9+(n=10) + H+
X = Energy (eV),Y = Cross section (cm2)
6.000000e+06,4.930000e-18
8.000000e+06,9.520000e-19
1.000000e+07,3.270000e-19
1.200000e+07,1.120000e-19
