Ne10+ + He --> Ne8+ + He2+
X = Energy (eV),Y = Cross section (cm2)
1.644000e+01,5.271000e-16
2.036000e+01,6.059000e-16
2.506000e+01,6.755000e-16
3.054000e+01,7.270000e-16
3.524000e+01,7.482000e-16
4.150000e+01,7.511000e-16
4.856000e+01,7.329000e-16
5.638000e+01,6.995000e-16
6.812000e+01,6.479000e-16
8.066000e+01,5.993000e-16
9.084000e+01,5.719000e-16
1.002400e+02,5.445000e-16
1.143200e+02,5.050000e-16
1.213800e+02,4.777000e-16
1.307800e+02,4.473000e-16
1.401800e+02,4.260000e-16
1.503600e+02,4.138000e-16
1.597400e+02,4.076000e-16
1.715000e+02,3.984000e-16
1.824600e+02,3.953000e-16
1.918600e+02,3.982000e-16
2.051600e+02,4.132000e-16
2.200400e+02,4.343000e-16
2.294400e+02,4.403000e-16
2.396200e+02,4.432000e-16
2.513600e+02,4.310000e-16
2.639000e+02,4.157000e-16
2.733000e+02,4.066000e-16
2.834800e+02,4.125000e-16
2.952200e+02,4.185000e-16
3.054000e+02,4.214000e-16
3.163600e+02,4.152000e-16
3.257600e+02,4.061000e-16
