X,Y
0.120,2.924E-05
0.100,1.856E-06
0.900,1.023E+01
0.800,6.936E+00
0.750,5.558E+00
0.700,4.355E+00
0.600,2.452E+00
0.500,1.172E+00
0.480,9.838E-01
0.460,8.163E-01
0.440,6.686E-01
0.420,5.395E-01
0.400,4.282E-01
0.380,3.333E-01
0.340,1.883E-01
0.360,2.538E-01
0.140,1.988E-04
0.160,8.219E-04
0.180,2.473E-03
0.200,5.993E-03
0.220,1.246E-02
0.240,2.310E-02
0.260,3.930E-02
0.280,6.247E-02
0.300,9.407E-02
0.320,1.355E-01
1.900,8.260E+01
1.100,1.898E+01
1.800,7.222E+01
1.700,6.252E+01
1.600,5.350E+01
1.500,4.518E+01
1.400,3.756E+01
1.300,3.065E+01
1.200,2.446E+01
1.000,1.424E+01
2.900,2.219E+02
2.800,2.052E+02
2.700,1.891E+02
2.600,1.736E+02
2.500,1.587E+02
2.300,1.308E+02
2.400,1.444E+02
2.000,9.366E+01
2.200,1.178E+02
2.100,1.054E+02
3.700,3.738E+02
3.900,4.163E+02
3.800,3.948E+02
3.600,3.531E+02
3.500,3.329E+02
3.400,3.132E+02
3.300,2.939E+02
3.200,2.751E+02
3.100,2.568E+02
3.000,2.391E+02
4.000,4.381E+02
4.200,4.828E+02
4.400,5.288E+02
4.600,5.759E+02
4.800,6.240E+02
5.800,8.750E+02
5.600,8.238E+02
5.200,7.227E+02
5.000,6.730E+02
5.400,7.730E+02
6.000,9.265E+02
6.200,9.781E+02
6.400,1.030E+03
6.600,1.082E+03
6.800,1.133E+03
7.800,1.389E+03
7.600,1.338E+03
7.400,1.287E+03
7.200,1.236E+03
7.000,1.185E+03
8.000,1.439E+03
8.200,1.489E+03
8.400,1.538E+03
8.600,1.587E+03
8.800,1.635E+03
9.000,1.682E+03
9.200,1.729E+03
9.400,1.776E+03
9.600,1.822E+03
9.800,1.867E+03
10.000,1.912E+03
