X,Y
1.1,0.122E-20
1.2,0.527E-20
1.3,0.189E-19
1.4,0.573E-19
1.5,0.151E-18
1.6,0.352E-18
1.7,0.734E-18
1.8,0.139E-17
1.9,0.240E-17
1.0,0.226E-21
2.2,0.802E-17
2.9,0.213E-16
2.8,0.209E-16
2.7,0.198E-16
2.5,0.158E-16
2.4,0.133E-16
2.3,0.106E-16
2.1,0.574E-17
2.0,0.385E-17
3.1,0.202E-16
3.9,0.633E-17
3.8,0.782E-17
3.7,0.950E-17
3.6,0.113E-16
3.4,0.153E-16
3.3,0.172E-16
3.2,0.189E-16
3.0,0.210E-16
3.5,0.133E-16
4.4,0.178E-17
4.9,0.377E-18
4.8,0.525E-18
4.7,0.724E-18
4.6,0.988E-18
4.3,0.236E-17
4.2,0.308E-17
4.1,0.397E-17
5.1,0.132E-18
5.4,0.631E-19
5.6,0.295E-19
5.8,0.136E-19
