X,Y
0.62,0.440E-17
0.58,0.176E-17
0.96,0.645E-16
0.92,0.797E-16
0.88,0.820E-16
0.84,0.722E-16
0.82,0.643E-16
0.78,0.475E-16
0.76,0.381E-16
0.72,0.239E-16
0.68,0.135E-16
0.66,0.941E-17
1.32,0.498E-16
1.56,0.365E-16
1.60,0.526E-16
1.52,0.187E-16
1.64,0.633E-16
1.68,0.676E-16
1.72,0.663E-16
1.80,0.543E-16
1.84,0.465E-16
1.88,0.387E-16
1.96,0.242E-16
1.98,0.211E-16
1.48,0.467E-17
1.44,0.105E-18
1.40,0.843E-17
1.36,0.277E-16
1.28,0.637E-16
1.24,0.617E-16
1.20,0.446E-16
1.16,0.209E-16
1.12,0.337E-17
1.08,0.138E-17
1.04,0.163E-16
1.0,0.407E-16
2.00,0.180E-16
2.04,0.129E-16
2.08,0.888E-17
2.12,0.594E-17
